,acc_precip,mean_temp,mean_relative_hum,mean_wind_speed,mean_radiation
2021-10-01 22:00:00,8.4,12.1,90.2,7.0,3.7
2021-10-02 22:00:00,3.6,12.8,93.3,3.5,4.1
2021-10-03 22:00:00,8.6,14.8,91.9,5.8,1.6
2021-10-04 22:00:00,0.2,12.5,91.2,4.2,4.3
2021-10-05 22:00:00,2.8,11.8,92.5,2.9,5.5
2021-10-06 22:00:00,0.6,11.7,91.4,2.3,7.0
2021-10-07 22:00:00,0.2,9.3,90.9,1.3,9.6
2021-10-08 22:00:00,0.0,9.1,97.2,1.3,5.9
2021-10-09 22:00:00,0.0,10.2,92.0,1.6,6.1
2021-10-10 22:00:00,0.6,8.9,85.8,2.6,5.7
2021-10-11 22:00:00,0.2,9.7,83.6,3.5,7.4
2021-10-12 22:00:00,0.0,7.7,77.3,2.2,9.6
2021-10-13 22:00:00,1.0,6.7,84.6,2.0,6.8
2021-10-14 22:00:00,0.2,11.0,89.8,3.7,4.2
2021-10-15 22:00:00,2.6,10.3,78.3,4.1,7.9
2021-10-16 22:00:00,0.8,8.3,79.8,3.5,6.2
2021-10-17 22:00:00,0.2,8.3,90.6,1.6,5.3
2021-10-18 22:00:00,4.0,9.4,99.0,2.2,1.4
2021-10-19 22:00:00,5.0,11.6,97.2,3.7,1.6
2021-10-20 22:00:00,9.4,14.1,95.7,5.0,1.8
2021-10-21 22:00:00,1.6,8.9,84.3,4.2,5.1
2021-10-22 22:00:00,8.6,7.0,79.8,4.4,6.6
2021-10-23 22:00:00,0.0,7.5,75.3,2.6,6.6
2021-10-24 22:00:00,0.0,8.7,85.3,3.4,3.2
2021-10-25 22:00:00,0.0,7.3,95.4,2.9,3.7
2021-10-26 22:00:00,1.4,10.2,91.2,3.1,5.3
2021-10-27 22:00:00,1.4,13.3,92.1,5.5,0.8
2021-10-28 22:00:00,0.0,12.3,88.0,4.8,4.7
2021-10-29 22:00:00,0.2,10.3,89.1,3.8,5.8
2021-10-30 22:00:00,0.2,10.5,91.2,3.6,3.0
2021-10-31 23:00:00,1.8,10.6,94.3,3.8,3.3
2021-11-01 23:00:00,4.2,10.8,86.3,5.3,2.7
2021-11-02 23:00:00,0.0,6.9,93.0,1.8,4.0
2021-11-03 23:00:00,0.0,4.4,97.5,0.8,3.9
2021-11-04 23:00:00,1.2,5.9,98.4,2.1,2.4
2021-11-05 23:00:00,0.0,7.8,84.5,3.6,4.3
2021-11-06 23:00:00,1.8,9.8,88.9,4.9,1.2
2021-11-07 23:00:00,8.0,7.9,92.2,3.5,3.4
2021-11-08 23:00:00,0.0,6.6,89.5,2.0,1.5
2021-11-09 23:00:00,0.0,8.9,94.8,5.2,0.9
2021-11-10 23:00:00,1.0,10.5,95.4,3.3,1.3
2021-11-11 23:00:00,0.2,8.4,91.6,2.6,3.1
2021-11-12 23:00:00,0.8,6.9,96.6,3.2,1.1
2021-11-13 23:00:00,0.8,7.7,90.2,2.9,1.2
2021-11-14 23:00:00,0.0,8.0,86.4,3.2,0.6
2021-11-15 23:00:00,0.0,7.3,87.8,1.8,0.3
2021-11-16 23:00:00,0.0,5.4,88.2,2.3,0.5
2021-11-17 23:00:00,2.2,5.7,93.5,3.3,1.5
2021-11-18 23:00:00,0.4,9.1,93.8,4.4,0.8
2021-11-19 23:00:00,0.2,11.4,87.9,5.4,1.1
2021-11-20 23:00:00,0.6,10.0,89.6,5.1,1.1
2021-11-21 23:00:00,0.0,4.9,86.9,2.8,1.9
2021-11-22 23:00:00,0.2,3.3,86.2,2.3,3.2
2021-11-23 23:00:00,0.0,7.0,89.2,3.4,1.9
2021-11-24 23:00:00,0.2,7.4,93.3,3.8,1.6
2021-11-25 23:00:00,0.4,5.7,88.9,3.4,2.4
2021-11-26 23:00:00,5.2,3.0,87.8,3.3,2.3
2021-11-27 23:00:00,20.6,3.0,93.6,2.9,1.5
2021-11-28 23:00:00,9.2,1.5,99.6,1.8,1.2
2021-11-29 23:00:00,1.6,0.5,89.5,2.8,1.7
2021-11-30 23:00:00,1.8,1.6,88.5,4.4,1.2
2021-12-01 23:00:00,33.8,1.7,97.5,4.9,0.8
2021-12-02 23:00:00,0.4,-0.8,85.8,3.6,2.3
2021-12-03 23:00:00,6.6,1.4,96.6,3.3,0.9
2021-12-04 23:00:00,0.4,2.4,95.2,2.6,0.8
2021-12-05 23:00:00,0.4,1.7,78.7,6.6,0.9
2021-12-06 23:00:00,0.0,0.6,76.1,4.4,1.3
2021-12-07 23:00:00,2.8,1.6,81.7,6.1,0.8
2021-12-08 23:00:00,4.6,1.7,92.3,6.3,0.3
2021-12-09 23:00:00,0.2,1.3,93.1,3.3,0.4
2021-12-10 23:00:00,2.4,1.5,95.9,1.9,0.4
2021-12-11 23:00:00,3.0,-0.1,99.6,1.7,0.4
2021-12-12 23:00:00,4.0,2.4,99.7,2.1,0.4
2021-12-13 23:00:00,0.4,6.8,98.8,2.8,0.9
2021-12-14 23:00:00,4.0,5.4,97.2,2.8,1.6
2021-12-15 23:00:00,0.0,8.1,91.5,5.0,0.6
2021-12-16 23:00:00,0.0,6.8,88.1,3.8,2.1
2021-12-17 23:00:00,0.0,6.0,97.9,2.8,0.7
2021-12-18 23:00:00,0.0,6.9,92.7,4.4,1.7
2021-12-19 23:00:00,0.0,5.1,77.7,4.4,2.1
2021-12-20 23:00:00,0.0,0.2,81.5,1.9,2.1
2021-12-21 23:00:00,0.2,-1.1,93.6,1.4,0.9
2021-12-22 23:00:00,0.2,1.6,96.9,2.0,0.9
2021-12-23 23:00:00,2.2,-0.1,96.2,1.8,0.6
2021-12-24 23:00:00,0.0,-3.5,81.5,3.0,1.9
2021-12-25 23:00:00,0.0,-4.8,79.5,1.9,2.7
2021-12-26 23:00:00,0.0,-6.5,91.0,0.7,2.6
2021-12-27 23:00:00,0.2,-1.9,78.3,4.4,2.1
2021-12-28 23:00:00,1.6,0.4,98.5,4.5,0.5
2021-12-29 23:00:00,1.4,1.2,100.0,1.6,0.8
2021-12-30 23:00:00,0.4,6.7,98.5,3.9,0.9
2021-12-31 23:00:00,11.0,8.1,99.4,2.9,0.7
2022-01-01 23:00:00,3.0,7.9,99.5,3.3,0.7
2022-01-02 23:00:00,1.8,8.4,98.5,3.7,0.4
2022-01-03 23:00:00,4.4,7.1,91.5,4.8,0.9
2022-01-04 23:00:00,0.0,2.8,89.7,3.3,1.8
2022-01-05 23:00:00,3.0,1.4,89.4,3.7,0.8
2022-01-06 23:00:00,0.0,-0.6,84.7,2.1,3.0
2022-01-07 23:00:00,2.4,2.1,94.5,4.6,0.6
2022-01-08 23:00:00,4.6,1.7,94.2,4.3,1.3
2022-01-09 23:00:00,14.8,1.3,98.1,4.3,0.5
2022-01-10 23:00:00,0.4,2.0,89.1,3.1,0.9
2022-01-11 23:00:00,0.4,2.4,94.4,4.1,0.8
2022-01-12 23:00:00,0.0,4.5,97.0,3.6,1.4
2022-01-13 23:00:00,0.0,7.5,88.5,5.7,1.7
2022-01-14 23:00:00,0.0,5.6,80.1,4.7,2.8
2022-01-15 23:00:00,0.0,1.6,92.1,2.4,2.4
2022-01-16 23:00:00,0.2,4.6,89.3,5.4,1.1
2022-01-17 23:00:00,0.4,4.1,73.0,4.9,3.2
2022-01-18 23:00:00,0.0,4.8,89.3,3.9,1.8
2022-01-19 23:00:00,2.4,4.4,85.4,6.8,0.7
2022-01-20 23:00:00,0.0,0.7,55.3,4.9,3.5
2022-01-21 23:00:00,0.0,1.6,83.0,2.8,2.5
2022-01-22 23:00:00,0.4,2.9,97.8,1.9,1.1
2022-01-23 23:00:00,0.0,6.4,96.6,3.2,1.7
2022-01-24 23:00:00,0.0,5.1,91.1,4.2,0.5
2022-01-25 23:00:00,0.2,6.3,89.3,3.6,3.7
2022-01-26 23:00:00,0.2,5.6,88.7,5.2,1.5
2022-01-27 23:00:00,3.6,6.0,82.1,7.1,2.2
2022-01-28 23:00:00,0.0,3.8,73.6,3.8,4.1
2022-01-29 23:00:00,2.0,6.8,85.5,8.2,0.8
2022-01-30 23:00:00,0.0,4.4,67.3,11.7,4.5
2022-01-31 23:00:00,0.8,1.8,90.5,1.6,2.2
2022-02-01 23:00:00,2.8,3.7,88.3,4.6,1.3
2022-02-02 23:00:00,0.2,3.7,76.2,4.6,4.5
2022-02-03 23:00:00,4.8,5.6,97.6,3.8,1.2
2022-02-04 23:00:00,4.0,4.5,94.1,4.3,1.0
2022-02-05 23:00:00,4.6,3.5,87.6,5.7,4.2
2022-02-06 23:00:00,5.4,3.2,91.5,3.8,2.6
2022-02-07 23:00:00,0.0,3.6,78.0,5.2,4.1
2022-02-08 23:00:00,1.2,6.4,85.1,4.9,4.0
2022-02-09 23:00:00,0.6,5.8,86.9,4.6,3.9
2022-02-10 23:00:00,0.4,3.2,86.3,3.6,4.0
2022-02-11 23:00:00,0.4,1.4,78.6,2.7,5.9
2022-02-12 23:00:00,0.0,1.9,78.2,5.7,4.2
2022-02-13 23:00:00,0.0,3.1,82.9,5.7,1.3
2022-02-14 23:00:00,1.8,6.5,80.6,7.1,2.2
2022-02-15 23:00:00,3.8,5.0,82.8,6.3,4.3
2022-02-16 23:00:00,11.8,4.9,93.8,5.3,1.1
2022-02-17 23:00:00,4.6,4.5,86.9,5.6,4.2
2022-02-18 23:00:00,13.4,2.7,89.6,5.0,1.5
2022-02-19 23:00:00,3.6,3.3,85.0,5.4,4.9
2022-02-20 23:00:00,10.4,3.4,90.5,5.1,2.3
2022-02-21 23:00:00,5.4,5.0,83.0,5.9,5.4
2022-02-22 23:00:00,3.0,3.3,89.1,3.9,4.3
2022-02-23 23:00:00,0.4,5.6,79.5,6.4,6.8
2022-02-24 23:00:00,14.0,4.0,90.5,5.1,2.6
2022-02-25 23:00:00,0.4,3.3,86.0,4.2,6.6
2022-02-26 23:00:00,0.0,2.1,78.6,1.4,9.7
2022-02-27 23:00:00,0.0,1.2,90.7,2.9,9.7
2022-02-28 23:00:00,0.0,2.7,83.7,4.5,9.7
2022-03-01 23:00:00,0.0,2.3,80.2,2.4,3.6
2022-03-02 23:00:00,0.0,2.0,89.4,1.6,8.3
2022-03-03 23:00:00,0.0,1.2,88.2,1.5,8.8
2022-03-04 23:00:00,0.0,0.2,91.2,1.7,10.1
2022-03-05 23:00:00,0.0,-0.8,84.8,1.2,6.6
2022-03-06 23:00:00,0.0,1.0,78.5,1.8,11.4
2022-03-07 23:00:00,0.0,1.1,76.8,1.5,11.7
2022-03-08 23:00:00,0.0,1.8,90.0,1.8,8.9
2022-03-09 23:00:00,0.0,0.4,98.8,2.3,5.5
2022-03-10 23:00:00,0.0,2.8,90.3,4.5,7.7
2022-03-11 23:00:00,0.0,3.2,64.1,5.6,12.5
2022-03-12 23:00:00,0.0,3.7,60.5,5.6,12.5
2022-03-13 23:00:00,0.0,4.2,65.2,3.8,12.7
2022-03-14 23:00:00,0.0,4.5,64.4,2.9,12.5
2022-03-15 23:00:00,0.0,4.4,87.6,1.5,9.8
2022-03-16 23:00:00,0.0,1.2,99.5,2.4,6.3
2022-03-17 23:00:00,1.4,4.2,91.6,5.6,2.1
2022-03-18 23:00:00,0.0,5.5,74.0,3.0,13.3
2022-03-19 23:00:00,0.0,3.0,73.0,1.8,14.3
2022-03-20 23:00:00,0.0,2.6,79.6,4.0,10.6
2022-03-21 23:00:00,0.0,4.7,62.1,4.2,13.1
2022-03-22 23:00:00,0.0,3.9,74.0,1.0,13.5
2022-03-23 23:00:00,0.0,3.1,79.3,1.2,13.7
2022-03-24 23:00:00,0.0,6.3,66.6,1.7,14.3
2022-03-25 23:00:00,0.0,9.0,66.4,3.8,14.5
2022-03-26 23:00:00,0.0,7.9,70.7,3.2,14.4
2022-03-27 22:00:00,0.0,5.3,79.2,3.4,13.2
2022-03-28 22:00:00,0.0,6.2,77.7,4.9,12.6
2022-03-29 22:00:00,0.0,3.9,68.8,3.0,14.4
2022-03-30 22:00:00,0.8,1.1,72.2,3.4,16.2
2022-03-31 22:00:00,0.2,0.4,62.7,2.2,14.6
2022-04-01 22:00:00,0.0,0.7,59.3,2.9,15.3
2022-04-02 22:00:00,0.5,0.0,65.5,1.9,14.2
2022-04-03 22:00:00,0.9,2.7,75.6,3.6,11.5
2022-04-04 22:00:00,3.2,4.7,82.4,7.1,5.2
2022-04-05 22:00:00,0.1,3.3,63.7,4.0,14.3
2022-04-06 22:00:00,5.7,4.3,87.9,4.1,6.7
2022-04-07 22:00:00,3.7,5.3,88.1,4.9,9.0
2022-04-08 22:00:00,0.5,2.7,70.8,5.3,14.8
2022-04-09 22:00:00,0.2,4.2,66.2,5.5,14.0
2022-04-10 22:00:00,0.0,4.2,61.8,5.8,15.6
2022-04-11 22:00:00,0.0,4.5,63.2,3.2,19.0
2022-04-12 22:00:00,0.0,3.3,73.2,2.9,14.5
2022-04-13 22:00:00,0.0,9.0,72.1,3.7,11.7
2022-04-14 22:00:00,0.0,8.0,92.3,3.4,3.3
2022-04-15 22:00:00,0.0,5.0,90.2,3.0,4.1
2022-04-16 22:00:00,0.0,4.6,74.1,1.7,20.3
2022-04-17 22:00:00,0.0,6.1,68.7,1.7,21.4
2022-04-18 22:00:00,0.0,5.9,67.1,1.4,21.1
2022-04-19 22:00:00,0.0,7.2,67.4,1.5,20.8
2022-04-20 22:00:00,0.0,8.6,68.6,2.2,20.9
2022-04-21 22:00:00,0.0,10.5,59.6,3.7,21.8
2022-04-22 22:00:00,0.0,10.8,60.6,4.1,21.9
2022-04-23 22:00:00,0.0,9.5,64.8,3.6,22.4
2022-04-24 22:00:00,0.1,8.8,64.1,4.6,15.6
2022-04-25 22:00:00,0.0,6.7,67.2,2.2,19.0
2022-04-26 22:00:00,0.0,6.7,78.1,1.7,21.5
2022-04-27 22:00:00,0.0,7.5,81.0,1.6,21.9
2022-04-28 22:00:00,0.0,8.1,67.3,2.6,23.7
2022-04-29 22:00:00,0.0,8.2,66.5,2.7,16.3
2022-04-30 22:00:00,0.0,8.2,73.1,2.1,17.9
2022-05-01 22:00:00,0.0,8.3,70.6,2.1,12.5
2022-05-02 22:00:00,0.0,8.8,71.6,3.2,21.0
2022-05-03 22:00:00,0.0,8.5,74.8,2.6,22.3
2022-05-04 22:00:00,0.0,8.9,72.8,2.5,14.3
2022-05-05 22:00:00,0.0,7.9,79.8,2.8,11.9
2022-05-06 22:00:00,0.0,10.6,76.2,3.4,12.6
2022-05-07 22:00:00,0.0,10.8,67.8,4.0,22.4
2022-05-08 22:00:00,0.0,9.3,62.5,2.6,25.4
2022-05-09 22:00:00,0.0,9.6,71.1,3.1,24.8
2022-05-10 22:00:00,1.5,12.4,79.9,4.5,6.0
2022-05-11 22:00:00,0.1,10.5,86.5,4.5,8.7
2022-05-12 22:00:00,0.3,10.8,71.1,4.5,17.8
2022-05-13 22:00:00,0.2,10.4,78.7,4.4,11.8
2022-05-14 22:00:00,0.0,11.5,67.8,4.8,23.5
2022-05-15 22:00:00,0.0,11.3,71.7,2.3,22.9
2022-05-16 22:00:00,0.0,10.4,75.7,1.9,11.8
2022-05-17 22:00:00,0.0,12.7,68.7,2.9,23.0
2022-05-18 22:00:00,0.0,13.6,66.2,4.0,22.2
2022-05-19 22:00:00,0.7,15.0,82.7,1.5,12.8
2022-05-20 22:00:00,2.7,13.3,78.3,2.2,16.0
2022-05-21 22:00:00,7.3,10.7,84.3,2.2,12.2
2022-05-22 22:00:00,0.0,12.5,72.1,2.0,21.1
2022-05-23 22:00:00,0.0,12.9,75.6,3.7,26.1
2022-05-24 22:00:00,8.1,12.7,82.9,4.3,8.9
2022-05-25 22:00:00,0.3,12.2,73.1,4.9,19.4
2022-05-26 22:00:00,1.0,11.8,72.4,5.0,22.3
2022-05-27 22:00:00,7.8,9.1,79.3,4.2,19.3
2022-05-28 22:00:00,0.0,11.8,68.6,3.6,24.9
2022-05-29 22:00:00,12.4,11.2,78.9,2.5,21.3
2022-05-30 22:00:00,1.7,9.3,81.2,1.3,12.8
2022-05-31 22:00:00,0.0,10.5,83.9,1.7,11.6
2022-06-01 22:00:00,0.1,11.3,70.8,1.6,16.9
2022-06-02 22:00:00,0.1,10.3,88.7,3.9,5.5
2022-06-03 22:00:00,0.0,10.9,80.9,3.5,9.2
2022-06-04 22:00:00,0.0,13.3,72.5,2.0,27.3
2022-06-05 22:00:00,0.0,13.8,75.8,1.9,26.9
2022-06-06 22:00:00,16.4,13.9,85.7,2.8,6.9
2022-06-07 22:00:00,14.9,11.9,91.7,4.3,9.0
2022-06-08 22:00:00,0.0,12.4,87.2,3.7,15.1
2022-06-09 22:00:00,2.1,14.4,89.6,2.1,11.4
2022-06-10 22:00:00,0.0,15.0,78.4,3.5,15.5
2022-06-11 22:00:00,1.3,15.5,76.1,3.6,20.1
2022-06-12 22:00:00,0.2,13.9,77.6,4.1,22.3
2022-06-13 22:00:00,0.3,12.2,74.9,3.4,22.6
2022-06-14 22:00:00,0.0,13.7,74.3,3.5,19.6
2022-06-15 22:00:00,0.0,13.5,76.6,2.6,18.2
2022-06-16 22:00:00,0.0,15.1,67.9,3.2,27.9
2022-06-17 22:00:00,0.1,14.8,79.3,3.1,14.5
2022-06-18 22:00:00,0.0,16.9,66.5,3.1,23.5
2022-06-19 22:00:00,5.8,12.7,77.6,2.5,14.8
2022-06-20 22:00:00,0.6,12.5,82.0,1.6,15.1
2022-06-21 22:00:00,0.0,14.3,73.4,3.3,26.3
2022-06-22 22:00:00,0.0,14.4,78.7,2.8,18.2
2022-06-23 22:00:00,0.0,15.2,81.6,1.9,24.2
2022-06-24 22:00:00,0.0,18.5,75.3,3.0,28.0
2022-06-25 22:00:00,0.0,19.8,75.3,1.5,24.1
2022-06-26 22:00:00,0.0,19.9,81.6,2.1,18.0
2022-06-27 22:00:00,35.7,14.8,91.6,2.6,4.1
2022-06-28 22:00:00,0.0,15.8,76.9,2.2,23.4
2022-06-29 22:00:00,0.0,16.0,78.7,1.5,25.1
2022-06-30 22:00:00,0.0,18.2,72.3,1.6,27.7
2022-07-01 22:00:00,0.9,16.2,90.9,2.7,9.3
2022-07-02 22:00:00,0.0,16.3,73.7,4.1,22.7
2022-07-03 22:00:00,7.3,16.6,85.0,2.2,16.8
2022-07-04 22:00:00,2.4,14.8,83.1,3.4,16.7
2022-07-05 22:00:00,0.0,13.8,76.0,3.4,16.9
2022-07-06 22:00:00,3.7,13.7,75.9,3.9,20.1
2022-07-07 22:00:00,0.1,16.3,79.5,3.4,18.9
2022-07-08 22:00:00,0.0,14.8,75.8,4.0,21.3
2022-07-09 22:00:00,0.0,14.1,72.8,4.1,16.6
2022-07-10 22:00:00,0.0,14.5,70.0,3.2,23.5
2022-07-11 22:00:00,0.0,15.9,68.3,1.7,26.9
2022-07-12 22:00:00,0.0,17.8,74.1,2.9,21.5
2022-07-13 22:00:00,0.0,17.7,70.7,4.0,24.8
2022-07-14 22:00:00,1.0,13.6,72.7,4.0,19.0
2022-07-15 22:00:00,0.0,13.6,68.8,4.0,20.9
2022-07-16 22:00:00,0.0,14.2,67.4,3.9,26.6
2022-07-17 22:00:00,0.0,15.5,72.8,4.0,22.3
2022-07-18 22:00:00,0.0,18.7,73.5,3.7,13.7
2022-07-19 22:00:00,0.0,20.1,68.6,1.8,23.6
2022-07-20 22:00:00,0.0,22.6,65.5,2.8,24.8
2022-07-21 22:00:00,0.0,20.3,78.5,2.5,18.6
2022-07-22 22:00:00,0.3,14.6,85.2,4.3,6.4
2022-07-23 22:00:00,0.6,13.4,95.1,2.6,5.4
2022-07-24 22:00:00,0.0,15.0,81.2,3.4,13.3
2022-07-25 22:00:00,20.1,18.3,86.9,3.0,7.8
2022-07-26 22:00:00,0.2,14.3,75.0,4.8,19.6
2022-07-27 22:00:00,0.0,13.4,69.7,4.1,19.3
2022-07-28 22:00:00,0.1,14.0,71.3,1.9,15.7
2022-07-29 22:00:00,0.0,14.5,76.9,1.7,24.2
2022-07-30 22:00:00,0.1,15.4,84.9,1.8,14.5
2022-07-31 22:00:00,4.6,16.6,86.0,1.5,9.5
2022-08-01 22:00:00,0.5,15.7,70.3,2.9,25.1
2022-08-02 22:00:00,4.1,13.7,83.1,3.7,9.5
2022-08-03 22:00:00,0.0,19.8,84.6,4.3,12.5
2022-08-04 22:00:00,1.2,19.7,83.4,2.4,13.3
2022-08-05 22:00:00,0.0,15.0,73.9,2.5,17.3
2022-08-06 22:00:00,0.0,13.9,70.1,3.6,19.5
2022-08-07 22:00:00,2.1,13.0,85.8,2.6,9.1
2022-08-08 22:00:00,0.0,15.4,79.2,1.6,16.7
2022-08-09 22:00:00,0.0,15.1,84.6,1.3,11.8
2022-08-10 22:00:00,0.0,16.5,76.7,1.5,21.9
2022-08-11 22:00:00,0.0,18.3,73.7,1.5,22.1
2022-08-12 22:00:00,0.0,19.0,69.5,1.4,22.1
2022-08-13 22:00:00,0.0,19.4,72.4,1.6,22.2
2022-08-14 22:00:00,0.0,19.4,75.6,1.9,18.3
2022-08-15 22:00:00,0.0,20.6,82.5,2.3,20.5
2022-08-16 22:00:00,37.5,20.4,88.5,1.9,11.0
2022-08-17 22:00:00,0.0,19.4,83.0,1.5,14.4
2022-08-18 22:00:00,1.4,17.7,88.3,1.8,10.2
2022-08-19 22:00:00,0.3,17.1,89.3,1.3,10.9
2022-08-20 22:00:00,0.0,17.7,71.8,1.7,15.7
2022-08-21 22:00:00,0.1,15.2,81.6,2.5,13.0
2022-08-22 22:00:00,0.0,13.6,80.5,1.1,13.0
2022-08-23 22:00:00,0.0,17.6,79.5,2.5,14.5
2022-08-24 22:00:00,0.0,19.1,80.6,2.6,16.7
2022-08-25 22:00:00,0.0,18.4,84.4,2.5,19.1
2022-08-26 22:00:00,8.0,19.4,91.0,2.3,8.0
2022-08-27 22:00:00,0.0,17.0,88.9,2.0,6.5
2022-08-28 22:00:00,0.2,16.3,85.4,2.6,10.2
2022-08-29 22:00:00,0.0,15.4,72.6,3.6,19.5
2022-08-30 22:00:00,0.0,14.3,71.3,2.4,16.1
2022-08-31 22:00:00,0.0,13.3,75.1,2.3,17.0
2022-09-01 22:00:00,0.0,13.1,78.5,1.4,17.6
2022-09-02 22:00:00,0.0,13.0,77.7,1.8,13.8
2022-09-03 22:00:00,0.0,15.4,76.9,2.9,12.1
2022-09-04 22:00:00,0.0,15.9,71.1,3.1,16.3
2022-09-05 22:00:00,0.0,16.5,72.4,3.5,12.6
2022-09-06 22:00:00,0.0,16.0,70.1,3.9,14.4
2022-09-07 22:00:00,2.7,15.5,78.1,3.7,11.5
2022-09-08 22:00:00,26.9,14.9,82.2,5.2,8.6
2022-09-09 22:00:00,20.3,14.3,93.3,2.9,8.4
2022-09-10 22:00:00,2.9,14.7,90.9,2.1,7.6
2022-09-11 22:00:00,0.0,13.5,84.3,1.6,13.3
2022-09-12 22:00:00,0.9,13.2,85.8,3.2,8.5
2022-09-13 22:00:00,10.7,14.1,84.1,4.5,11.6
2022-09-14 22:00:00,0.1,13.7,73.2,3.5,9.8
2022-09-15 22:00:00,0.1,11.8,73.6,4.6,12.0
2022-09-16 22:00:00,3.3,12.1,80.7,3.1,10.4
2022-09-17 22:00:00,0.4,12.0,81.0,2.1,13.1
2022-09-18 22:00:00,0.1,10.9,81.6,2.6,9.9
2022-09-19 22:00:00,0.0,11.1,75.4,2.4,14.2
2022-09-20 22:00:00,0.0,8.8,83.0,1.6,12.4
2022-09-21 22:00:00,0.0,8.6,80.2,1.6,12.1
2022-09-22 22:00:00,0.0,8.5,83.5,1.5,12.4
2022-09-23 22:00:00,0.1,10.6,84.3,1.9,6.4
2022-09-24 22:00:00,0.0,12.4,83.4,1.4,11.5
2022-09-25 22:00:00,0.0,11.3,83.7,1.9,9.2
2022-09-26 22:00:00,6.1,10.3,92.7,5.1,3.0
2022-09-27 22:00:00,18.3,9.7,97.6,2.1,2.4
2022-09-28 22:00:00,1.3,8.9,96.6,2.0,2.7
2022-09-29 22:00:00,10.8,10.0,90.8,3.9,2.7
2022-09-30 22:00:00,0.1,10.8,87.6,3.1,4.6
2022-10-01 22:00:00,2.5,10.5,89.6,4.2,3.3
2022-10-02 22:00:00,0.0,11.3,84.5,3.2,9.7
2022-10-03 22:00:00,0.0,11.8,83.2,3.0,8.3
2022-10-04 22:00:00,0.0,12.1,89.0,3.4,5.6
2022-10-05 22:00:00,0.0,14.2,88.5,6.5,1.6
2022-10-06 22:00:00,0.8,12.4,79.7,6.1,7.5
2022-10-07 22:00:00,9.4,13.2,86.5,5.9,4.3
2022-10-08 22:00:00,1.9,9.8,87.0,3.1,8.7
2022-10-09 22:00:00,0.0,9.2,85.9,2.6,8.7
2022-10-10 22:00:00,2.2,9.8,87.6,4.1,7.9
2022-10-11 22:00:00,0.0,9.0,82.7,3.3,6.8
2022-10-12 22:00:00,0.0,9.1,89.8,2.6,4.6
2022-10-13 22:00:00,1.2,9.6,94.3,2.5,4.0
2022-10-14 22:00:00,0.0,10.8,91.7,2.5,4.4
2022-10-15 22:00:00,2.0,12.1,93.9,3.5,6.5
2022-10-16 22:00:00,2.2,11.4,81.8,4.9,6.3
2022-10-17 22:00:00,0.6,10.3,93.8,2.8,2.1
2022-10-18 22:00:00,0.2,10.8,88.5,3.2,4.6
2022-10-19 22:00:00,0.0,6.3,86.4,1.2,8.2
2022-10-20 22:00:00,0.0,5.2,88.6,2.7,5.4
2022-10-21 22:00:00,16.7,9.7,99.2,2.6,1.1
2022-10-22 22:00:00,0.5,11.3,99.9,1.1,2.2
2022-10-23 22:00:00,0.0,10.6,97.4,2.3,4.8
2022-10-24 22:00:00,3.9,12.5,93.6,4.2,3.1
2022-10-25 22:00:00,1.2,11.8,92.0,3.5,3.5
2022-10-26 22:00:00,0.0,10.2,98.1,2.6,2.7
2022-10-27 22:00:00,0.4,13.1,94.6,3.0,4.2
2022-10-28 22:00:00,0.0,13.4,96.3,2.5,3.6
2022-10-29 22:00:00,0.0,12.1,87.8,3.2,4.1
2022-10-30 23:00:00,0.0,12.6,97.6,1.9,2.1
2022-10-31 23:00:00,0.2,10.9,95.0,1.6,5.1
2022-11-01 23:00:00,0.4,11.9,91.3,5.1,1.6
2022-11-02 23:00:00,4.0,9.5,87.7,4.1,3.4
2022-11-03 23:00:00,0.0,9.7,86.1,5.4,2.9
2022-11-04 23:00:00,3.2,9.3,85.7,6.0,2.2
2022-11-05 23:00:00,0.1,7.9,88.2,3.5,4.2
2022-11-06 23:00:00,2.3,9.6,92.9,5.6,2.3
2022-11-07 23:00:00,4.3,9.6,90.9,5.2,2.9
2022-11-08 23:00:00,0.1,11.6,88.5,4.4,2.2
2022-11-09 23:00:00,4.3,10.6,89.2,4.2,2.8
2022-11-10 23:00:00,0.6,10.1,92.6,4.4,1.3
2022-11-11 23:00:00,0.0,13.4,82.6,6.3,1.2
2022-11-12 23:00:00,0.0,12.8,91.5,2.9,1.3
2022-11-13 23:00:00,0.1,8.5,92.3,2.0,2.2
2022-11-14 23:00:00,0.0,8.9,91.0,3.5,1.4
2022-11-15 23:00:00,0.2,8.2,89.3,4.1,0.5
2022-11-16 23:00:00,0.0,7.9,73.0,6.9,0.7
2022-11-17 23:00:00,0.0,5.6,66.5,7.5,1.5
2022-11-18 23:00:00,0.0,4.7,65.7,5.7,2.4
2022-11-19 23:00:00,0.0,1.7,74.3,3.3,0.6
2022-11-20 23:00:00,0.2,-0.1,84.0,2.8,1.6
2022-11-21 23:00:00,0.8,-1.2,96.3,1.6,2.6
2022-11-22 23:00:00,8.3,1.5,91.8,4.1,0.7
2022-11-23 23:00:00,2.8,4.1,96.7,4.3,0.5
2022-11-24 23:00:00,0.5,5.8,97.2,3.7,0.7
2022-11-25 23:00:00,3.1,6.2,96.6,4.2,0.9
2022-11-26 23:00:00,0.1,6.0,100.0,1.8,1.6
