,acc_precip,mean_temp,mean_relative_hum,mean_wind_speed,mean_radiation
2020-08-05 22:00:00,1.8,16.6,79.4,4.4,7.5
2020-08-06 22:00:00,0.0,20.8,66.5,3.0,16.8
2020-08-07 22:00:00,0.0,21.9,65.8,2.3,22.6
2020-08-08 22:00:00,0.0,20.3,69.2,1.3,19.4
2020-08-09 22:00:00,0.0,20.7,72.4,1.1,20.4
2020-08-10 22:00:00,0.0,21.0,71.9,1.7,16.8
2020-08-11 22:00:00,0.0,20.8,79.0,2.5,21.5
2020-08-12 22:00:00,0.0,19.3,76.5,3.0,20.4
2020-08-13 22:00:00,0.0,18.9,74.3,2.1,22.0
2020-08-14 22:00:00,0.0,18.6,72.8,1.4,21.8
2020-08-15 22:00:00,0.0,18.5,77.1,1.5,20.0
2020-08-16 22:00:00,0.0,20.5,72.4,2.0,21.0
2020-08-17 22:00:00,0.0,21.1,70.8,2.2,20.6
2020-08-18 22:00:00,1.6,19.2,86.0,1.9,10.3
2020-08-19 22:00:00,4.2,17.9,89.3,1.4,16.0
2020-08-20 22:00:00,2.6,17.8,96.5,2.1,4.2
2020-08-21 22:00:00,3.0,20.1,86.0,4.1,10.2
2020-08-22 22:00:00,0.0,19.0,74.5,5.1,14.1
2020-08-23 22:00:00,4.2,15.7,85.9,3.8,12.5
2020-08-24 22:00:00,0.0,14.2,75.5,2.3,13.6
2020-08-25 22:00:00,5.8,13.5,73.4,2.8,15.4
2020-08-26 22:00:00,27.6,16.8,90.0,3.1,11.6
2020-08-27 22:00:00,13.9,14.2,84.4,2.6,6.9
2020-08-28 22:00:00,3.8,13.2,92.3,2.2,5.2
2020-08-29 22:00:00,19.0,14.6,90.4,1.4,11.3
2020-08-30 22:00:00,0.0,15.0,82.2,1.5,12.2
2020-08-31 22:00:00,0.0,13.6,73.2,2.3,18.8
2020-09-01 22:00:00,0.0,12.8,76.3,2.3,18.7
2020-09-02 22:00:00,0.0,14.2,81.2,2.0,16.7
2020-09-03 22:00:00,4.2,13.3,87.8,3.1,9.3
2020-09-04 22:00:00,0.0,15.6,77.6,3.8,12.3
2020-09-05 22:00:00,0.2,13.6,77.4,3.8,14.5
2020-09-06 22:00:00,2.0,11.9,81.6,3.2,14.4
2020-09-07 22:00:00,0.0,12.8,75.9,3.6,14.1
2020-09-08 22:00:00,1.6,16.0,82.0,4.3,12.8
2020-09-09 22:00:00,0.8,15.5,86.3,4.2,7.2
2020-09-10 22:00:00,0.0,12.2,73.8,3.0,14.0
2020-09-11 22:00:00,0.0,12.6,79.1,3.8,6.9
2020-09-12 22:00:00,3.0,14.0,82.9,4.2,5.9
2020-09-13 22:00:00,0.4,14.7,85.5,4.4,3.6
2020-09-14 22:00:00,0.0,17.6,84.3,3.4,13.7
2020-09-15 22:00:00,0.0,15.1,87.0,1.0,13.0
2020-09-16 22:00:00,0.0,13.4,83.3,2.6,9.2
2020-09-17 22:00:00,0.0,9.9,70.8,1.6,14.7
2020-09-18 22:00:00,0.0,10.3,79.3,1.9,14.4
2020-09-19 22:00:00,0.0,11.8,94.0,1.4,9.4
2020-09-20 22:00:00,0.4,11.3,98.9,1.0,5.0
2020-09-21 22:00:00,0.2,11.6,92.1,1.8,10.4
2020-09-22 22:00:00,0.2,11.6,86.5,1.5,13.0
2020-09-23 22:00:00,0.0,13.3,84.0,2.8,10.9
2020-09-24 22:00:00,2.4,14.6,78.2,5.5,11.0
2020-09-25 22:00:00,6.8,12.0,94.5,3.2,2.2
2020-09-26 22:00:00,0.4,12.9,92.2,3.0,3.3
2020-09-27 22:00:00,1.6,16.5,89.3,5.3,8.1
2020-09-28 22:00:00,0.4,14.3,94.3,3.0,3.2
2020-09-29 22:00:00,0.0,13.6,84.7,2.7,6.7
2020-09-30 22:00:00,0.0,13.5,92.3,2.5,4.8
2020-10-01 22:00:00,3.2,14.0,91.5,4.4,5.1
2020-10-02 22:00:00,6.6,14.4,91.4,4.5,3.6
2020-10-03 22:00:00,0.0,15.0,88.0,6.7,4.0
2020-10-04 22:00:00,9.4,13.8,89.4,3.6,4.5
2020-10-05 22:00:00,5.4,12.2,87.1,2.9,4.4
2020-10-06 22:00:00,0.6,11.0,95.1,2.9,3.5
2020-10-07 22:00:00,0.0,11.2,92.0,2.3,4.3
2020-10-08 22:00:00,3.0,10.4,95.2,3.1,2.6
2020-10-09 22:00:00,2.3,9.8,86.7,3.1,5.8
2020-10-10 22:00:00,1.5,8.6,86.5,3.3,7.7
2020-10-11 22:00:00,0.0,7.8,89.8,1.5,6.8
2020-10-12 22:00:00,0.0,7.9,89.6,1.4,5.2
2020-10-13 22:00:00,0.2,8.8,90.9,1.4,5.4
2020-10-14 22:00:00,0.0,8.4,73.3,4.9,5.3
2020-10-15 22:00:00,0.0,7.6,72.6,3.4,4.7
2020-10-16 22:00:00,0.4,7.0,88.1,2.0,6.8
2020-10-17 22:00:00,0.2,8.5,83.2,2.3,7.6
2020-10-18 22:00:00,0.0,7.6,76.1,2.5,6.2
2020-10-19 22:00:00,0.0,6.4,83.2,2.1,7.6
2020-10-20 22:00:00,0.6,8.7,88.0,4.3,2.2
2020-10-21 22:00:00,12.4,11.8,98.4,4.2,1.1
2020-10-22 22:00:00,2.4,13.1,87.9,6.7,3.4
2020-10-23 22:00:00,1.6,10.8,88.4,3.7,4.1
2020-10-24 22:00:00,3.8,10.9,88.4,3.8,4.8
2020-10-25 23:00:00,1.8,11.8,91.8,5.6,1.3
2020-10-26 23:00:00,0.2,9.6,92.6,3.3,2.3
2020-10-27 23:00:00,7.2,8.7,89.2,5.3,2.2
2020-10-28 23:00:00,8.4,9.4,88.0,5.3,4.8
2020-10-29 23:00:00,0.6,8.2,91.6,2.2,3.8
2020-10-30 23:00:00,6.8,10.0,99.0,2.6,1.4
2020-10-31 23:00:00,1.8,10.7,97.9,2.9,3.4
2020-11-01 23:00:00,1.4,11.4,91.9,5.3,3.5
2020-11-02 23:00:00,4.0,14.2,90.0,8.3,1.0
2020-11-03 23:00:00,1.2,9.4,82.7,4.9,5.2
2020-11-04 23:00:00,1.2,8.1,85.6,4.9,4.5
2020-11-05 23:00:00,0.4,10.0,87.8,5.2,1.3
2020-11-06 23:00:00,0.0,11.5,89.5,3.3,3.5
2020-11-07 23:00:00,0.0,8.8,92.5,2.1,2.2
2020-11-08 23:00:00,0.2,6.2,94.9,1.2,3.8
2020-11-09 23:00:00,0.0,8.0,89.8,3.1,1.0
2020-11-10 23:00:00,0.0,7.5,89.8,3.2,0.8
2020-11-11 23:00:00,0.0,6.3,92.3,3.3,0.3
2020-11-12 23:00:00,3.8,7.5,97.3,3.4,0.4
2020-11-13 23:00:00,1.8,7.9,96.8,3.0,3.2
2020-11-14 23:00:00,0.2,7.4,96.9,2.4,2.6
2020-11-15 23:00:00,1.2,11.0,92.4,5.3,2.5
2020-11-16 23:00:00,1.4,9.5,91.0,5.2,2.0
2020-11-17 23:00:00,0.0,10.4,93.6,5.0,0.7
2020-11-18 23:00:00,0.4,11.4,91.4,6.7,1.2
2020-11-19 23:00:00,2.0,6.5,74.1,6.3,2.7
2020-11-20 23:00:00,0.0,3.9,78.9,2.9,2.9
2020-11-21 23:00:00,3.2,7.7,93.2,6.1,0.5
2020-11-22 23:00:00,0.8,7.2,83.0,4.6,2.4
2020-11-23 23:00:00,0.6,6.5,84.6,3.8,2.7
2020-11-24 23:00:00,0.4,8.9,90.1,5.2,0.6
2020-11-25 23:00:00,0.0,6.4,93.7,3.6,1.5
2020-11-26 23:00:00,0.6,7.1,90.8,2.9,2.7
2020-11-27 23:00:00,0.0,0.8,92.7,0.9,3.0
2020-11-28 23:00:00,0.0,0.3,96.3,1.4,1.0
2020-11-29 23:00:00,0.0,1.6,87.8,1.9,0.4
2020-11-30 23:00:00,1.0,1.4,90.8,3.4,0.7
2020-12-01 23:00:00,1.2,4.2,96.6,1.7,0.6
2020-12-02 23:00:00,0.0,4.1,87.3,2.8,0.2
2020-12-03 23:00:00,0.8,2.0,88.0,6.3,0.5
2020-12-04 23:00:00,1.6,2.9,87.2,4.8,0.8
2020-12-05 23:00:00,0.2,4.6,90.2,4.0,0.5
2020-12-06 23:00:00,0.8,4.9,96.1,3.1,0.4
2020-12-07 23:00:00,0.8,6.5,90.3,5.5,0.4
2020-12-08 23:00:00,0.0,5.5,87.4,2.4,1.2
2020-12-09 23:00:00,0.0,4.4,91.4,3.0,0.3
2020-12-10 23:00:00,4.4,3.2,96.0,3.3,0.1
2020-12-11 23:00:00,0.6,2.3,90.8,4.5,0.2
2020-12-12 23:00:00,0.0,4.0,85.1,4.2,0.1
2020-12-13 23:00:00,0.2,3.9,88.2,3.3,0.5
2020-12-14 23:00:00,1.8,5.3,97.3,5.6,0.2
2020-12-15 23:00:00,4.0,7.2,99.0,3.4,0.5
2020-12-16 23:00:00,0.0,6.2,97.4,2.9,1.0
2020-12-17 23:00:00,6.0,6.9,97.4,4.7,0.4
2020-12-18 23:00:00,0.0,6.9,93.0,4.5,0.9
2020-12-19 23:00:00,0.2,5.0,96.5,4.1,1.4
2020-12-20 23:00:00,0.0,6.8,96.3,3.9,0.4
2020-12-21 23:00:00,0.6,6.2,93.6,4.4,0.9
2020-12-22 23:00:00,2.2,6.2,91.6,5.1,0.6
2020-12-23 23:00:00,0.0,3.0,93.5,1.9,1.1
2020-12-24 23:00:00,0.0,1.1,93.7,2.4,1.3
2020-12-25 23:00:00,0.0,-0.5,83.0,2.1,2.1
2020-12-26 23:00:00,1.9,2.7,92.7,4.6,0.6
2020-12-27 23:00:00,13.8,3.5,93.7,10.4,0.3
2020-12-28 23:00:00,7.6,2.8,94.9,4.8,0.2
2020-12-29 23:00:00,6.4,2.6,96.7,2.6,0.1
2020-12-30 23:00:00,0.2,3.3,98.0,1.4,0.7
2020-12-31 23:00:00,11.6,2.2,99.4,1.4,0.3
2021-01-01 23:00:00,2.8,1.7,99.5,1.1,1.3
2021-01-02 23:00:00,0.0,-0.5,100.0,1.3,1.0
2021-01-03 23:00:00,0.4,1.8,85.6,4.2,0.7
2021-01-04 23:00:00,0.0,0.7,81.6,4.8,0.6
2021-01-05 23:00:00,0.6,1.5,85.1,4.5,0.5
2021-01-06 23:00:00,4.3,0.5,90.1,5.0,0.7
2021-01-07 23:00:00,3.2,0.7,98.2,3.4,0.9
2021-01-08 23:00:00,0.4,0.4,97.7,2.5,0.5
2021-01-09 23:00:00,0.2,1.1,89.2,1.7,0.8
2021-01-10 23:00:00,0.4,1.2,94.6,3.8,1.3
2021-01-11 23:00:00,5.5,4.3,95.4,5.8,0.9
2021-01-12 23:00:00,1.4,0.9,89.7,3.4,2.1
2021-01-13 23:00:00,2.7,0.8,89.6,5.0,0.8
2021-01-14 23:00:00,0.0,-0.7,85.5,3.6,0.5
2021-01-15 23:00:00,0.0,-2.5,80.2,2.2,1.1
2021-01-16 23:00:00,0.0,-4.0,91.4,1.2,3.1
2021-01-17 23:00:00,0.0,-0.7,89.3,2.7,2.0
2021-01-18 23:00:00,1.1,0.6,97.8,2.8,1.2
2021-01-19 23:00:00,0.8,1.8,99.3,2.7,0.7
2021-01-20 23:00:00,11.0,5.6,96.5,5.3,0.5
2021-01-21 23:00:00,4.5,5.6,79.8,8.7,1.7
2021-01-22 23:00:00,1.1,4.4,85.5,7.3,2.2
2021-01-23 23:00:00,0.0,2.4,92.6,3.5,2.2
2021-01-24 23:00:00,0.4,2.0,93.9,2.2,1.5
2021-01-25 23:00:00,0.1,0.5,98.0,1.8,1.1
2021-01-26 23:00:00,0.0,-0.6,97.5,1.5,1.9
2021-01-27 23:00:00,3.6,0.7,96.1,2.5,1.1
2021-01-28 23:00:00,0.0,-2.9,88.6,2.3,3.6
2021-01-29 23:00:00,0.0,-3.4,89.4,2.4,2.9
2021-01-30 23:00:00,0.0,-2.5,89.7,2.6,3.4
2021-01-31 23:00:00,0.0,-1.2,89.2,2.0,4.8
2021-02-01 23:00:00,0.0,-4.1,97.3,1.2,3.7
2021-02-02 23:00:00,0.0,-4.8,92.2,1.4,3.2
2021-02-03 23:00:00,0.1,-1.5,87.0,5.1,1.6
2021-02-04 23:00:00,0.0,-3.3,82.9,4.5,3.1
2021-02-05 23:00:00,0.0,-3.5,74.9,4.7,2.7
2021-02-06 23:00:00,0.0,-3.5,69.9,5.7,5.6
2021-02-07 23:00:00,0.0,-2.9,70.3,6.9,3.0
2021-02-08 23:00:00,1.3,-3.0,76.5,7.0,2.6
2021-02-09 23:00:00,0.8,-3.8,74.0,5.9,3.5
2021-02-10 23:00:00,0.2,-4.7,75.1,4.0,5.9
2021-02-11 23:00:00,0.3,-6.5,82.5,2.9,4.2
2021-02-12 23:00:00,0.0,-9.2,81.6,1.6,7.3
2021-02-13 23:00:00,0.0,-8.7,82.0,1.0,7.1
2021-02-14 23:00:00,0.0,-7.4,82.9,1.5,6.7
2021-02-15 23:00:00,1.4,-1.4,81.8,5.6,1.7
2021-02-16 23:00:00,12.4,-1.0,97.8,3.1,2.9
2021-02-17 23:00:00,10.4,1.2,99.6,2.0,2.4
2021-02-18 23:00:00,1.1,2.0,99.9,5.2,1.5
2021-02-19 23:00:00,2.0,3.7,94.2,3.3,4.8
2021-02-20 23:00:00,0.0,4.3,90.9,3.2,3.9
2021-02-21 23:00:00,0.0,4.8,93.1,1.7,5.0
2021-02-22 23:00:00,0.0,4.8,87.1,1.9,6.2
2021-02-23 23:00:00,0.0,7.1,94.4,3.0,2.2
2021-02-24 23:00:00,0.0,9.7,84.7,5.2,3.5
2021-02-25 23:00:00,0.1,8.9,83.4,4.5,5.4
2021-02-26 23:00:00,0.0,5.9,84.7,5.0,4.6
2021-02-27 23:00:00,0.0,5.9,87.3,3.2,6.8
2021-02-28 23:00:00,0.0,6.1,86.4,3.3,8.6
2021-03-01 23:00:00,0.0,5.5,87.6,3.2,9.0
2021-03-02 23:00:00,0.0,3.7,88.3,2.2,9.6
2021-03-03 23:00:00,0.0,1.5,92.2,1.7,9.9
2021-03-04 23:00:00,0.0,1.8,73.4,3.4,10.6
2021-03-05 23:00:00,0.0,0.0,72.9,1.3,10.9
2021-03-06 23:00:00,0.0,2.7,80.2,4.8,5.9
2021-03-07 23:00:00,0.0,2.8,68.4,4.2,7.6
2021-03-08 23:00:00,0.0,-1.6,74.2,1.4,11.1
2021-03-09 23:00:00,0.0,-1.5,73.9,1.3,11.4
2021-03-10 23:00:00,4.0,-0.1,86.9,4.9,6.4
2021-03-11 23:00:00,19.7,4.7,94.1,7.6,2.5
2021-03-12 23:00:00,2.5,4.6,86.8,5.0,7.7
2021-03-13 23:00:00,6.7,3.0,95.9,3.7,2.9
2021-03-14 23:00:00,0.8,4.3,88.2,4.0,9.1
2021-03-15 23:00:00,2.2,3.8,90.7,3.6,4.2
2021-03-16 23:00:00,0.0,2.5,87.0,1.4,13.2
2021-03-17 23:00:00,0.0,1.9,86.5,1.4,11.0
2021-03-18 23:00:00,0.0,1.7,73.9,2.1,11.1
2021-03-19 23:00:00,0.3,0.2,71.5,2.4,10.8
2021-03-20 23:00:00,0.0,3.2,82.5,4.3,4.1
2021-03-21 23:00:00,0.0,5.5,68.0,3.8,12.5
2021-03-22 23:00:00,0.0,3.8,86.5,2.9,5.5
2021-03-23 23:00:00,0.0,5.7,84.5,3.5,9.1
2021-03-24 23:00:00,0.1,7.1,82.3,4.6,8.5
2021-03-25 23:00:00,0.0,6.8,85.9,4.3,12.1
2021-03-26 23:00:00,2.8,7.3,86.1,4.0,7.0
2021-03-27 23:00:00,2.8,5.6,84.9,3.7,5.7
2021-03-28 22:00:00,1.6,5.8,92.2,4.9,4.4
2021-03-29 22:00:00,0.4,8.8,93.0,5.8,3.0
2021-03-30 22:00:00,0.0,11.3,82.1,4.7,15.6
2021-03-31 22:00:00,0.0,10.7,71.1,3.0,12.4
2021-04-01 22:00:00,0.0,7.0,72.6,3.4,12.8
2021-04-02 22:00:00,0.0,6.3,70.3,3.5,14.5
2021-04-03 22:00:00,0.0,5.1,59.9,2.2,16.7
2021-04-04 22:00:00,0.0,5.1,82.9,5.2,7.0
2021-04-05 22:00:00,2.1,2.7,71.3,5.9,10.8
2021-04-06 22:00:00,0.0,3.6,64.0,5.0,17.2
2021-04-07 22:00:00,1.7,4.1,76.6,3.6,12.8
2021-04-08 22:00:00,0.8,3.6,74.5,5.2,8.8
2021-04-09 22:00:00,0.5,5.4,73.1,6.7,16.2
2021-04-10 22:00:00,0.0,3.3,71.5,3.2,15.8
2021-04-11 22:00:00,12.9,1.7,93.5,3.8,3.6
2021-04-12 22:00:00,0.2,3.5,77.7,4.8,15.7
2021-04-13 22:00:00,1.0,3.8,79.5,3.4,13.0
2021-04-14 22:00:00,0.0,3.5,68.9,1.8,16.2
2021-04-15 22:00:00,0.0,4.5,61.8,2.7,17.9
2021-04-16 22:00:00,0.0,6.0,60.2,3.0,19.9
2021-04-17 22:00:00,0.0,8.6,57.6,3.0,18.3
2021-04-18 22:00:00,0.0,9.1,61.7,2.1,19.1
2021-04-19 22:00:00,0.0,9.2,64.9,1.9,20.0
2021-04-20 22:00:00,0.0,9.5,63.9,1.7,20.2
2021-04-21 22:00:00,0.0,7.2,69.2,4.9,17.8
2021-04-22 22:00:00,0.0,7.0,62.5,4.3,18.6
2021-04-23 22:00:00,0.0,6.4,64.3,3.8,13.4
2021-04-24 22:00:00,0.0,5.2,63.1,2.5,19.8
2021-04-25 22:00:00,0.0,3.8,61.1,2.5,19.7
2021-04-26 22:00:00,0.0,3.5,66.1,1.6,18.3
2021-04-27 22:00:00,0.0,3.9,68.1,1.4,23.3
2021-04-28 22:00:00,0.0,5.7,69.2,2.3,20.7
2021-04-29 22:00:00,0.0,7.8,70.5,4.2,12.4
2021-04-30 22:00:00,1.3,7.8,74.3,2.4,9.8
2021-05-01 22:00:00,0.4,7.8,77.4,2.6,18.9
2021-05-02 22:00:00,0.3,8.6,60.6,2.9,19.8
2021-05-03 22:00:00,1.8,7.0,73.2,3.0,13.3
2021-05-04 22:00:00,17.7,6.7,91.8,5.5,3.7
2021-05-05 22:00:00,3.0,6.2,90.1,3.0,7.9
2021-05-06 22:00:00,3.1,5.4,84.6,2.9,11.7
2021-05-07 22:00:00,4.1,5.3,86.3,2.3,16.4
2021-05-08 22:00:00,0.1,7.4,72.0,3.8,18.6
2021-05-09 22:00:00,12.8,13.5,83.1,5.2,17.8
2021-05-10 22:00:00,4.5,14.6,84.0,3.3,14.0
2021-05-11 22:00:00,4.3,10.3,91.4,2.5,6.1
2021-05-12 22:00:00,1.1,11.0,94.6,2.6,4.7
2021-05-13 22:00:00,0.6,11.7,90.9,2.1,9.3
2021-05-14 22:00:00,6.9,11.7,93.6,1.9,11.7
2021-05-15 22:00:00,0.0,9.0,85.3,3.6,7.4
2021-05-16 22:00:00,0.4,9.7,90.4,2.1,10.8
2021-05-17 22:00:00,1.0,10.7,86.1,2.1,14.5
2021-05-18 22:00:00,1.9,9.4,85.7,1.9,10.0
2021-05-19 22:00:00,0.8,9.2,80.1,2.6,15.2
2021-05-20 22:00:00,0.0,9.0,72.9,3.8,22.4
2021-05-21 22:00:00,1.2,9.9,88.3,3.8,12.7
2021-05-22 22:00:00,1.1,9.9,89.7,5.1,8.2
2021-05-23 22:00:00,0.4,9.1,83.2,5.5,8.6
2021-05-24 22:00:00,0.8,10.8,79.9,3.8,10.3
2021-05-25 22:00:00,13.2,10.4,94.2,1.8,7.5
2021-05-26 22:00:00,20.4,8.9,96.2,3.9,5.2
2021-05-27 22:00:00,7.0,10.6,81.8,3.3,17.0
2021-05-28 22:00:00,0.0,10.8,78.3,2.2,23.3
2021-05-29 22:00:00,0.0,12.9,76.3,2.4,25.9
2021-05-30 22:00:00,0.0,14.4,72.3,1.4,27.6
2021-05-31 22:00:00,0.0,15.7,66.8,2.3,27.7
2021-06-01 22:00:00,0.0,13.1,78.5,1.8,19.6
2021-06-02 22:00:00,0.7,13.1,82.0,3.1,21.3
2021-06-03 22:00:00,6.1,15.6,76.7,3.7,15.0
2021-06-04 22:00:00,0.0,15.9,77.4,2.5,25.8
2021-06-05 22:00:00,0.0,16.1,78.7,2.0,25.2
2021-06-06 22:00:00,0.2,17.2,72.6,1.6,20.4
2021-06-07 22:00:00,0.7,16.7,77.2,1.6,17.9
2021-06-08 22:00:00,0.0,15.8,72.8,2.7,26.4
2021-06-09 22:00:00,0.0,17.2,71.1,2.7,26.4
2021-06-10 22:00:00,0.0,17.8,72.6,2.1,23.7
2021-06-11 22:00:00,0.0,17.4,80.9,3.4,14.0
2021-06-12 22:00:00,0.0,14.5,69.6,4.5,23.4
2021-06-13 22:00:00,0.0,14.8,68.6,3.9,26.9
2021-06-14 22:00:00,0.1,16.0,81.3,4.5,15.1
2021-06-15 22:00:00,0.0,14.2,69.2,2.7,22.6
2021-06-16 22:00:00,0.0,14.1,75.2,2.1,28.7
2021-06-17 22:00:00,0.0,20.0,77.1,4.1,24.5
2021-06-18 22:00:00,0.6,20.4,82.2,2.1,20.2
2021-06-19 22:00:00,0.0,20.0,81.3,3.5,21.9
2021-06-20 22:00:00,9.2,16.1,86.6,3.9,14.8
2021-06-21 22:00:00,2.9,13.1,87.7,2.0,9.4
2021-06-22 22:00:00,0.0,15.2,79.5,2.4,16.9
2021-06-23 22:00:00,0.0,16.3,80.5,2.1,14.2
2021-06-24 22:00:00,0.0,15.7,71.7,1.8,24.5
2021-06-25 22:00:00,0.0,14.8,77.1,2.0,13.9
2021-06-26 22:00:00,0.0,16.0,82.1,1.8,12.3
2021-06-27 22:00:00,0.0,15.8,80.3,2.4,16.9
2021-06-28 22:00:00,0.0,17.6,64.3,2.0,28.3
2021-06-29 22:00:00,0.0,17.3,73.4,1.7,23.6
2021-06-30 22:00:00,2.3,16.7,88.0,2.3,10.3
2021-07-01 22:00:00,0.0,17.6,79.9,3.2,18.9
2021-07-02 22:00:00,5.6,17.2,93.2,1.9,9.9
2021-07-03 22:00:00,2.3,16.6,95.9,2.1,8.7
2021-07-04 22:00:00,0.0,18.8,87.1,1.9,20.6
2021-07-05 22:00:00,5.9,17.9,89.3,2.5,17.7
2021-07-06 22:00:00,1.5,16.5,91.1,3.0,11.7
2021-07-07 22:00:00,0.5,17.3,79.7,3.7,22.1
2021-07-08 22:00:00,0.0,17.7,80.5,1.7,21.3
2021-07-09 22:00:00,0.8,18.6,85.2,1.5,14.6
2021-07-10 22:00:00,12.0,16.7,85.9,3.1,13.9
2021-07-11 22:00:00,0.0,16.7,78.4,1.9,17.7
2021-07-12 22:00:00,0.0,19.1,81.4,3.0,23.4
2021-07-13 22:00:00,0.0,21.1,81.9,2.8,20.3
2021-07-14 22:00:00,0.0,21.9,80.5,1.2,21.9
2021-07-15 22:00:00,0.0,22.5,76.7,2.2,24.5
2021-07-16 22:00:00,0.0,22.4,73.1,2.2,24.0
2021-07-17 22:00:00,0.0,19.9,72.2,3.3,25.9
2021-07-18 22:00:00,0.0,16.8,72.9,4.2,20.9
2021-07-19 22:00:00,0.0,16.9,72.4,2.5,20.0
2021-07-20 22:00:00,0.0,15.8,73.1,3.4,15.0
2021-07-21 22:00:00,0.0,15.7,77.4,2.0,7.5
2021-07-22 22:00:00,0.0,16.8,79.4,2.0,20.2
2021-07-23 22:00:00,0.0,16.4,77.1,1.7,20.0
2021-07-24 22:00:00,0.0,18.2,76.7,2.2,23.1
2021-07-25 22:00:00,4.3,19.6,85.0,3.4,6.7
2021-07-26 22:00:00,4.6,19.9,90.4,2.4,11.8
2021-07-27 22:00:00,0.2,20.0,83.7,2.3,18.6
2021-07-28 22:00:00,6.2,17.7,87.7,3.0,13.6
2021-07-29 22:00:00,4.5,15.4,86.6,5.4,16.3
2021-07-30 22:00:00,4.4,17.0,84.5,4.8,16.5
2021-07-31 22:00:00,4.2,15.9,86.4,3.2,10.5
2021-08-01 22:00:00,0.0,15.3,74.8,4.3,17.3
2021-08-02 22:00:00,1.1,15.8,78.2,3.2,19.3
2021-08-03 22:00:00,0.0,15.5,70.4,2.7,17.4
2021-08-04 22:00:00,0.0,13.6,75.7,1.5,17.7
2021-08-05 22:00:00,0.0,15.2,79.4,1.9,20.6
2021-08-06 22:00:00,0.9,17.6,79.1,3.6,20.6
2021-08-07 22:00:00,8.9,16.5,87.1,2.6,12.1
2021-08-08 22:00:00,3.9,15.9,88.9,3.0,12.9
2021-08-09 22:00:00,2.4,15.7,88.8,3.5,12.1
2021-08-10 22:00:00,1.1,15.5,89.3,2.6,8.1
2021-08-11 22:00:00,0.5,16.1,82.1,2.1,16.0
2021-08-12 22:00:00,0.1,17.5,80.5,2.2,13.2
2021-08-13 22:00:00,0.4,17.4,82.2,3.4,13.5
2021-08-14 22:00:00,0.6,16.0,78.8,4.5,13.3
2021-08-15 22:00:00,17.5,15.8,79.3,3.5,12.3
2021-08-16 22:00:00,10.0,13.2,91.6,2.4,9.5
2021-08-17 22:00:00,7.1,15.6,82.2,4.0,15.0
2021-08-18 22:00:00,0.5,14.8,82.7,4.7,7.1
2021-08-19 22:00:00,0.2,14.7,75.8,4.2,13.6
2021-08-20 22:00:00,0.0,14.3,75.5,2.7,15.2
2021-08-21 22:00:00,0.0,14.2,75.5,1.9,17.4
2021-08-22 22:00:00,0.0,14.1,81.2,1.9,16.4
2021-08-23 22:00:00,0.0,14.0,79.7,1.5,14.7
2021-08-24 22:00:00,0.0,15.1,76.5,1.6,16.1
2021-08-25 22:00:00,0.0,16.3,82.6,4.0,9.6
2021-08-26 22:00:00,0.1,13.7,73.8,3.5,3.9
2021-08-27 22:00:00,1.5,15.1,86.6,4.5,5.5
2021-08-28 22:00:00,0.3,14.6,87.2,3.8,4.9
2021-08-29 22:00:00,0.5,15.9,89.4,3.2,8.5
2021-08-30 22:00:00,0.0,16.7,77.7,2.8,15.7
2021-08-31 22:00:00,0.0,16.4,72.8,1.7,17.7
2021-09-01 22:00:00,0.0,16.8,75.6,1.8,16.8
2021-09-02 22:00:00,0.0,15.9,86.5,2.2,11.3
2021-09-03 22:00:00,0.0,15.6,80.4,2.8,16.8
2021-09-04 22:00:00,0.0,13.1,74.9,2.4,16.8
2021-09-05 22:00:00,0.0,11.6,77.1,1.7,16.9
2021-09-06 22:00:00,0.0,12.0,87.0,0.8,8.2
2021-09-07 22:00:00,0.0,14.0,88.4,1.8,8.4
2021-09-08 22:00:00,0.0,18.5,76.9,2.1,10.3
2021-09-09 22:00:00,0.0,16.4,81.5,1.4,14.5
2021-09-10 22:00:00,0.4,15.6,92.4,1.2,6.9
2021-09-11 22:00:00,16.4,17.6,94.4,1.9,8.5
2021-09-12 22:00:00,0.0,16.8,83.9,3.8,8.7
2021-09-13 22:00:00,0.0,15.0,80.7,2.0,6.9
2021-09-14 22:00:00,0.0,14.6,89.9,1.3,8.5
2021-09-15 22:00:00,50.4,13.6,96.0,3.0,3.3
2021-09-16 22:00:00,0.2,15.2,96.6,2.4,4.5
2021-09-17 22:00:00,0.3,12.0,97.8,3.2,3.6
2021-09-18 22:00:00,0.7,13.7,86.4,2.6,4.5
2021-09-19 22:00:00,0.0,11.7,69.3,2.8,4.5
2021-09-20 22:00:00,0.0,10.5,78.5,1.4,5.3
2021-09-21 22:00:00,0.8,11.6,86.9,2.3,6.1
2021-09-22 22:00:00,0.0,14.2,83.1,3.2,12.9
2021-09-23 22:00:00,2.0,13.8,84.1,5.7,5.0
2021-09-24 22:00:00,0.0,13.4,83.2,4.3,5.5
2021-09-25 22:00:00,0.0,13.6,81.9,2.9,9.0
2021-09-26 22:00:00,0.0,12.1,93.1,1.7,7.7
2021-09-27 22:00:00,8.1,15.2,97.3,3.5,1.3
2021-09-28 22:00:00,0.0,13.4,87.3,1.9,11.8
2021-09-29 22:00:00,1.1,12.5,93.0,2.5,6.0
2021-09-30 22:00:00,18.0,11.0,93.1,3.3,5.8
